Geneid,PC3_Hypoxia_S2,PC3_Normoxia_S2,LNCAP_Normoxia_S1,LNCAP_Hypoxia_S2,PC3_Normoxia_S1,PC3_Hypoxia_S1,LNCAP_Normoxia_S2,LNCAP_Hypoxia_S1
ENSG00000255838,0,0,0,1,0,0,0,0
ENSG00000255839,0,0,2,0,0,0,0,0
ENSG00000255843,0,7,12,13,3,5,10,0
ENSG00000255845,0,0,0,0,0,0,0,0
ENSG00000255847,0,0,5,5,0,0,2,0
ENSG00000255850,0,0,0,0,0,0,0,0
ENSG00000255851,0,0,0,0,0,0,0,0
ENSG00000255853,0,0,0,0,0,0,0,0
ENSG00000255855,0,0,0,0,0,0,1,0
ENSG00000255856,0,1,0,1,0,0,0,100
ENSG00000255857,28,70,91,85,32,66,170,173
ENSG00000255858,1,0,0,0,0,0,0,0
ENSG00000255860,0,0,0,0,0,0,0,0
ENSG00000255866,0,0,0,0,0,0,0,0
ENSG00000255867,4,5,2,2,1,5,0,3
ENSG00000255870,0,0,0,0,0,0,0,0
ENSG00000255871,0,0,0,0,0,0,0,0
ENSG00000255872,5,2,0,1,1,4,1,0
ENSG00000255874,1,3,39,26,1,4,38,38
ENSG00000255875,10,20,29,30,4,20,16,17
ENSG00000255882,3,7,0,0,3,8,0,0
ENSG00000255883,4,3,18,17,3,10,13,6
ENSG00000255885,0,0,0,0,0,0,0,0
ENSG00000255886,0,1,0,0,0,0,0,0
ENSG00000255892,0,0,0,0,0,0,0,0
ENSG00000255893,2,14,1,3,5,15,3,0
ENSG00000255899,0,0,0,0,0,0,0,0
ENSG00000255900,0,0,0,0,0,0,0,0
ENSG00000255903,0,0,0,0,0,0,0,0
ENSG00000255909,0,0,11,9,0,0,8,3
ENSG00000255910,1,0,0,0,2,2,3,1
ENSG00000255916,0,3,0,3,2,1,0,0
ENSG00000255919,0,0,0,0,0,0,0,0
ENSG00000255920,3,13,0,0,3,4,0,0
ENSG00000255921,0,2,0,0,1,2,1,0
ENSG00000255923,0,0,0,0,0,0,0,0
ENSG00000255928,0,0,0,0,0,0,0,0
ENSG00000255929,1,1,5,2,0,1,4,1
ENSG00000255931,0,1,2,1,0,0,4,6
ENSG00000255933,1,2,4,1,2,0,7,0
ENSG00000255946,1,7,8,13,5,7,10,0
ENSG00000255947,0,0,0,0,0,0,0,0
ENSG00000255949,0,0,0,0,0,0,0,0
ENSG00000255951,0,0,0,0,0,1,0,0
ENSG00000255958,0,0,0,0,0,0,0,0
ENSG00000255959,0,5,31,17,0,4,22,15
ENSG00000255960,0,2,1,0,0,4,0,0
ENSG00000255964,5,12,2006,2096,6,15,3859,328
ENSG00000255965,4,2,2,0,3,1,0,0
ENSG00000255966,26,53,205,383,16,69,222,378
ENSG00000255967,4,5,2,1,4,12,2,3
ENSG00000255968,3,3,1,0,1,4,0,0
ENSG00000255970,0,0,4,0,0,1,1,1
ENSG00000255972,0,0,0,0,0,0,0,0
ENSG00000255973,1,0,0,0,0,0,0,1
ENSG00000255974,0,0,8,7,0,1,0,0
ENSG00000255976,0,0,0,0,0,0,0,0
ENSG00000255977,1,1,0,0,0,0,0,0
ENSG00000255980,0,1,0,2,0,0,0,0
ENSG00000255982,0,0,0,0,0,0,0,0
ENSG00000255983,1,5,31,51,1,10,36,35
ENSG00000255986,0,0,0,0,0,0,0,0
ENSG00000255987,0,0,0,0,0,0,0,0
ENSG00000255988,0,0,0,0,0,0,0,0
ENSG00000255991,0,0,0,0,0,0,0,0
ENSG00000255992,2,4,9,14,0,4,11,7
ENSG00000255993,1,3,8,9,3,10,15,7
ENSG00000255995,0,0,0,0,0,0,0,0
ENSG00000255996,0,0,0,0,0,0,0,0
ENSG00000255998,0,1,0,0,0,0,0,0
ENSG00000256004,0,0,0,0,0,0,0,0
ENSG00000256006,9,11,1,25,2,29,5,16
ENSG00000256007,0,0,0,0,0,0,0,0
ENSG00000256008,0,0,0,0,1,0,1,0
ENSG00000256011,0,1,1,0,0,0,0,0
ENSG00000256013,0,0,0,0,0,0,0,0
ENSG00000256019,1,1,0,0,0,0,0,0
ENSG00000256020,0,0,0,0,0,0,0,0
ENSG00000256021,1,0,0,2,1,2,1,0
ENSG00000256022,1,0,0,0,0,0,0,0
ENSG00000256025,0,0,0,0,0,0,0,0
ENSG00000256028,1,1,0,0,3,3,0,0
ENSG00000256029,0,6,0,0,1,4,0,0
ENSG00000256030,0,0,0,0,0,0,0,0
ENSG00000256034,0,0,0,0,0,0,0,12
ENSG00000256035,1,3,0,0,0,2,0,0
ENSG00000256037,0,0,0,2,0,0,2,0
ENSG00000256039,1,9,9,3,1,1,7,0
ENSG00000256040,0,0,0,0,0,0,0,1
ENSG00000256041,1,0,1,0,0,0,0,0
ENSG00000256043,56,123,721,895,46,126,877,767
ENSG00000256044,0,0,0,0,0,0,0,0
ENSG00000256053,93,275,747,930,133,285,918,903
ENSG00000256056,0,6,0,0,2,4,1,0
ENSG00000256060,11,39,233,432,21,71,306,332
ENSG00000256061,1,13,80,74,4,10,75,64
ENSG00000256064,0,0,0,0,0,1,0,0
ENSG00000256069,0,0,4,10,0,0,12,11
ENSG00000256070,0,0,0,0,0,0,0,0
ENSG00000256071,0,0,0,0,0,0,0,0
ENSG00000256072,0,0,0,0,0,0,0,0
ENSG00000256073,25,140,991,843,46,74,1189,872
ENSG00000256075,0,1,1,1,0,1,1,1
ENSG00000256077,0,0,0,0,0,0,0,0
ENSG00000256079,0,0,0,0,1,0,0,0
ENSG00000256081,0,0,0,0,0,0,1,0
ENSG00000256083,4,4,0,0,4,9,0,0
ENSG00000256084,0,2,6,4,2,0,2,0
ENSG00000256085,0,0,0,0,0,0,0,0
ENSG00000256087,257,484,927,1525,176,697,848,1301
ENSG00000256091,1,2,0,3,1,0,2,0
ENSG00000256092,1,21,61,31,5,17,66,17
ENSG00000256093,2,1,0,0,1,2,0,0
ENSG00000256098,0,1,0,0,0,2,0,0
ENSG00000256100,0,0,0,0,0,0,0,0
ENSG00000256103,0,0,0,0,0,0,0,0
ENSG00000256108,1,2,0,3,0,3,0,0
ENSG00000256115,4,18,9,21,10,24,20,9
ENSG00000256116,0,6,3,3,1,3,1,18
ENSG00000256120,1,1,0,0,0,0,0,0
ENSG00000256124,7,27,0,0,6,13,0,0
ENSG00000256125,0,0,0,0,0,0,0,0
ENSG00000256128,37,123,19,4,42,112,10,7
ENSG00000256134,0,4,0,0,1,0,1,0
ENSG00000256136,0,0,0,0,0,0,1,0
ENSG00000256137,0,0,0,0,0,0,0,0
ENSG00000256138,0,0,0,0,0,0,0,0
ENSG00000256139,0,2,0,3,1,3,0,1
ENSG00000256146,1,1,3,2,3,3,1,0
ENSG00000256148,3,6,5,9,2,9,7,4
ENSG00000256149,0,0,0,0,0,0,1,0
ENSG00000256151,0,0,199,104,0,0,200,116
ENSG00000256152,0,0,0,0,0,0,0,13
ENSG00000256155,0,2,4,1,2,0,1,0
ENSG00000256157,0,1,0,0,0,0,0,0
ENSG00000256159,0,3,0,0,0,0,0,0
ENSG00000256162,0,3,0,2,3,2,0,0
ENSG00000256166,0,0,0,0,0,0,0,0
ENSG00000256167,1,0,1,3,0,0,5,0
ENSG00000256171,0,0,0,0,0,0,0,0
ENSG00000256172,0,0,0,0,1,0,0,0
ENSG00000256176,2,5,3,4,2,6,0,0
ENSG00000256181,0,0,0,1,0,0,0,0
ENSG00000256185,0,0,0,0,0,0,0,0
ENSG00000256188,6,8,0,2,0,8,0,1
ENSG00000256189,0,0,0,1,0,2,1,0
ENSG00000256192,0,0,0,0,0,0,0,0
ENSG00000256193,2,3,0,0,0,3,0,0
ENSG00000256195,1,2,2,2,0,0,3,2
ENSG00000256196,16,17,62,57,11,22,93,49
ENSG00000256197,0,1,0,0,0,0,0,0
ENSG00000256199,0,0,2,0,0,0,0,0
ENSG00000256204,0,0,0,0,0,0,0,0
ENSG00000256206,0,0,0,0,0,0,0,0
ENSG00000256209,0,0,5,5,0,0,7,2
ENSG00000256210,0,0,0,0,0,0,0,0
ENSG00000256211,11,40,30,27,18,29,47,25
ENSG00000256218,3,3,6,10,2,8,8,2
ENSG00000256220,0,0,0,0,0,0,0,0
ENSG00000256221,0,0,0,0,0,0,0,0
ENSG00000256223,31,126,551,643,51,89,543,491
ENSG00000256226,0,0,0,1,0,1,0,0
ENSG00000256229,6,19,11,15,7,20,20,14
ENSG00000256232,0,0,3,1,0,1,0,0
ENSG00000256234,0,0,0,0,0,0,0,0
ENSG00000256235,145,534,29,58,182,472,54,29
ENSG00000256237,0,0,0,0,0,0,0,0
ENSG00000256238,13,21,146,106,4,34,192,109
ENSG00000256243,0,0,0,0,0,0,1,0
ENSG00000256249,0,0,0,0,0,0,0,0
ENSG00000256250,1,5,4,13,1,1,2,0
ENSG00000256254,0,0,0,0,0,0,0,0
ENSG00000256256,0,0,0,0,0,0,0,0
ENSG00000256258,0,0,0,0,0,0,0,0
ENSG00000256259,0,0,0,0,0,0,0,0
ENSG00000256262,2,2,1,9,0,2,3,4
ENSG00000256263,0,0,0,2,0,0,0,1
ENSG00000256268,43,76,0,0,23,121,0,0
ENSG00000256269,111,489,946,931,165,314,1546,699
ENSG00000256273,0,0,0,0,0,0,0,0
ENSG00000256274,0,0,0,0,0,0,0,0
ENSG00000256278,1,9,3,9,3,4,1,1
ENSG00000256280,0,1,3,0,0,0,0,1
ENSG00000256281,0,0,0,0,0,0,0,0
ENSG00000256282,0,5,8,1,2,0,5,0
ENSG00000256283,2,1,72,48,7,3,71,35
ENSG00000256285,0,0,0,0,0,0,0,0
ENSG00000256286,0,0,0,0,0,0,0,0
ENSG00000256288,0,0,0,0,0,1,0,0
ENSG00000256292,3,14,0,0,5,26,0,0
ENSG00000256293,12,47,62,64,16,52,76,56
ENSG00000256294,31,117,281,338,38,81,302,269
ENSG00000256298,1,0,0,0,0,0,0,0
ENSG00000256299,4,9,11,44,3,14,7,30
ENSG00000256306,0,0,0,2,0,1,0,0
ENSG00000256310,0,0,0,0,0,0,0,0
ENSG00000256311,0,0,0,0,0,0,0,0
ENSG00000256312,3,3,18,37,3,0,34,25
ENSG00000256314,0,0,1,0,1,0,1,0
ENSG00000256315,16,16,0,0,6,84,0,0
ENSG00000256325,0,2,1,1,0,0,2,0
ENSG00000256331,0,0,0,0,0,0,0,0
ENSG00000256338,8,4,77,64,3,15,122,57
ENSG00000256339,2,6,7,5,5,2,12,4
ENSG00000256340,0,0,0,0,0,0,0,0
ENSG00000256341,0,1,0,0,0,0,2,4
ENSG00000256343,0,0,0,0,0,0,0,0
ENSG00000256346,0,0,0,0,0,0,0,0
ENSG00000256347,1,1,0,0,0,3,0,0
ENSG00000256349,0,0,0,0,0,0,0,0
ENSG00000256350,0,0,0,0,0,2,0,1
ENSG00000256351,0,0,5,2,0,1,0,5
ENSG00000256353,0,0,0,0,0,0,0,0
ENSG00000256355,0,0,0,0,0,0,0,0
ENSG00000256356,8,3,94,59,2,24,93,54
ENSG00000256357,2,9,4,0,4,5,1,0
ENSG00000256358,0,0,0,0,0,0,0,0
ENSG00000256361,0,2,1,0,0,10,0,0
ENSG00000256362,0,0,0,0,0,0,0,0
ENSG00000256364,0,0,0,0,0,0,0,0
ENSG00000256371,0,0,0,0,0,0,0,0
ENSG00000256372,0,0,0,0,0,0,0,0
ENSG00000256377,7,12,3,14,10,14,12,0
ENSG00000256378,0,0,0,0,0,0,0,0
ENSG00000256379,0,0,0,0,0,0,0,0
ENSG00000256381,2,2,10,3,3,1,5,0
ENSG00000256385,0,0,2,1,1,1,1,1
ENSG00000256389,0,0,1,0,0,0,0,0
ENSG00000256393,1,0,26,26,1,1,42,21
ENSG00000256394,0,0,0,0,0,0,0,0
ENSG00000256399,0,2,0,0,1,1,0,0
ENSG00000256400,0,0,0,0,0,0,0,0
ENSG00000256403,0,1,0,0,0,0,0,0
ENSG00000256407,0,0,0,0,1,0,0,0
ENSG00000256417,32,79,179,247,16,70,232,237
ENSG00000256420,1,0,0,0,1,0,0,0
ENSG00000256422,0,1,0,0,1,0,0,1
ENSG00000256424,0,0,0,0,0,0,0,0
ENSG00000256433,15,48,162,127,23,34,141,82
ENSG00000256436,8,17,26,32,6,17,22,29
ENSG00000256440,0,0,2,0,1,0,1,0
ENSG00000256441,0,0,0,0,0,0,0,0
ENSG00000256442,0,4,11,5,3,1,5,4
ENSG00000256443,2,7,50,75,3,3,46,82
ENSG00000256448,2,2,1,0,0,1,0,2
ENSG00000256450,0,1,0,0,0,1,0,0
ENSG00000256452,0,1,2,3,0,1,0,0
ENSG00000256453,0,0,0,0,0,0,0,13
ENSG00000256458,0,2,3,0,0,3,3,2
ENSG00000256462,0,0,0,0,0,0,0,0
ENSG00000256463,2,25,2,0,4,13,0,0
ENSG00000256464,1,0,2,5,3,0,0,0
ENSG00000256465,0,0,0,0,0,0,0,0
ENSG00000256469,0,0,0,0,0,0,0,0
ENSG00000256473,0,0,0,0,0,0,0,0
ENSG00000256474,0,0,0,0,0,0,0,0
ENSG00000256480,0,0,0,0,0,0,0,0
ENSG00000256481,0,6,0,4,1,0,3,0
ENSG00000256482,0,1,0,0,0,0,0,0
ENSG00000256484,0,0,0,0,0,0,0,0
ENSG00000256494,0,0,0,0,0,0,0,0
ENSG00000256496,0,0,0,0,0,0,0,0
ENSG00000256499,0,0,0,0,0,0,0,0
ENSG00000256500,0,0,0,0,0,0,0,0
ENSG00000256502,0,0,0,0,0,0,0,0
ENSG00000256504,0,1,0,2,0,0,0,0
ENSG00000256508,0,0,0,0,0,0,0,0
ENSG00000256512,0,0,0,0,0,0,0,0
ENSG00000256513,0,0,0,0,0,0,0,0
ENSG00000256514,0,0,0,0,0,0,0,0
ENSG00000256518,0,0,0,0,0,0,0,0
ENSG00000256525,331,1020,1511,1040,376,860,1927,1022
ENSG00000256533,0,9,0,1,2,3,1,2
ENSG00000256537,150,517,2997,2819,208,444,3328,2335
ENSG00000256538,0,4,2,0,0,2,5,0
ENSG00000256540,0,0,3,0,0,2,4,1
ENSG00000256546,12,19,33,65,10,33,42,43
ENSG00000256551,0,0,0,0,2,0,0,0
ENSG00000256552,0,0,0,0,0,0,0,0
ENSG00000256553,0,0,0,0,0,0,0,0
ENSG00000256557,2,2,0,0,1,4,0,0
ENSG00000256560,0,0,0,0,0,0,0,0
ENSG00000256563,0,0,1,0,0,2,0,0
ENSG00000256564,0,5,4,0,3,2,2,0
ENSG00000256566,0,0,0,0,0,0,0,0
ENSG00000256568,3,3,0,0,3,3,0,0
ENSG00000256569,0,0,0,0,0,0,0,0
ENSG00000256571,0,2,0,0,0,1,1,0
ENSG00000256574,1,6,1,0,0,0,3,1
ENSG00000256576,2,3,74,62,4,3,123,68
ENSG00000256577,0,0,1,2,0,0,0,0
ENSG00000256581,0,0,0,0,0,0,0,0
ENSG00000256582,0,0,0,1,0,0,0,0
ENSG00000256588,0,0,0,0,0,0,0,0
ENSG00000256589,0,0,0,0,0,0,0,0
ENSG00000256590,0,0,0,0,0,0,0,0
ENSG00000256591,8,40,19,18,17,17,22,8
ENSG00000256594,0,0,0,0,0,0,0,0
ENSG00000256596,0,0,0,3,1,0,1,1
ENSG00000256597,0,0,0,0,0,2,0,0
ENSG00000256603,0,5,3,4,1,4,3,5
ENSG00000256609,7,11,0,2,1,15,0,0
ENSG00000256612,0,0,0,0,0,0,0,0
ENSG00000256614,0,0,0,0,0,0,0,1
ENSG00000256615,0,0,1,1,1,0,1,0
ENSG00000256616,0,0,0,0,0,0,0,0
ENSG00000256625,4,21,5,6,2,18,4,2
ENSG00000256626,0,0,0,0,0,0,0,0
ENSG00000256627,0,0,0,0,0,0,0,0
ENSG00000256628,16,36,173,153,23,26,241,167
ENSG00000256630,0,0,0,0,0,0,0,0
ENSG00000256632,0,0,0,0,0,0,0,0
ENSG00000256633,1,1,0,5,0,0,1,0
ENSG00000256637,0,0,2,0,1,0,1,0
ENSG00000256640,0,0,0,0,0,0,0,0
ENSG00000256642,0,0,0,0,0,0,0,0
ENSG00000256643,0,0,0,0,0,0,0,0
ENSG00000256646,1,2,4,0,2,4,4,2
ENSG00000256650,0,1,0,0,0,0,0,0
ENSG00000256651,0,1,1,3,1,4,0,0
ENSG00000256654,2,0,0,0,0,4,1,1
ENSG00000256657,1,0,0,0,0,2,0,0
ENSG00000256658,0,4,1,4,3,9,0,4
ENSG00000256659,0,0,0,0,0,0,0,0
ENSG00000256660,0,0,0,4,0,0,0,2
ENSG00000256661,0,0,0,2,0,0,0,0
ENSG00000256663,11,24,40,47,8,22,56,58
ENSG00000256664,0,0,0,0,0,0,0,0
ENSG00000256667,0,0,0,0,0,0,0,0
ENSG00000256670,0,0,12,8,1,1,13,2
ENSG00000256671,0,0,0,0,0,0,0,0
ENSG00000256672,0,0,0,0,0,0,0,0
ENSG00000256673,1,0,4,5,0,0,6,5
ENSG00000256674,0,0,0,1,0,2,0,1
ENSG00000256678,0,0,0,0,0,0,0,0
ENSG00000256681,0,0,0,3,1,1,1,0
ENSG00000256682,0,0,1,1,1,0,2,0
ENSG00000256683,91,231,2361,6648,80,254,2230,5981
ENSG00000256684,0,0,0,0,0,0,1,0
ENSG00000256690,2,1,6,7,1,3,10,6
ENSG00000256691,0,0,0,0,0,0,0,0
ENSG00000256695,0,0,0,0,0,0,0,0
ENSG00000256699,0,0,0,0,0,1,0,0
ENSG00000256704,0,0,4,4,0,0,2,3
ENSG00000256705,0,1,0,0,0,3,1,0
ENSG00000256706,0,0,2,10,0,0,2,0
ENSG00000256708,0,0,0,0,0,0,0,0
ENSG00000256709,0,0,0,0,0,0,0,0
ENSG00000256712,4,3,1,6,1,8,1,6
ENSG00000256713,0,0,0,3,0,0,2,0
ENSG00000256714,0,0,0,0,0,0,0,0
ENSG00000256717,0,0,0,0,0,0,0,0
ENSG00000256720,0,0,0,0,0,0,0,0
ENSG00000256721,0,0,0,0,0,0,0,0
ENSG00000256723,0,1,1,0,0,0,2,0
ENSG00000256733,0,0,0,0,0,0,0,0
ENSG00000256734,0,0,0,1,0,0,0,0
ENSG00000256737,2,1,12,22,1,2,6,5
ENSG00000256742,19,25,34,31,18,37,40,64
ENSG00000256745,2,4,162,178,3,17,184,159
ENSG00000256746,0,4,6,13,2,2,2,0
ENSG00000256747,0,0,0,0,0,0,0,7
ENSG00000256748,0,0,1,0,0,0,0,0
ENSG00000256750,0,0,0,0,0,0,0,0
ENSG00000256751,3,14,0,0,6,7,0,0
ENSG00000256752,0,0,0,0,0,0,0,0
ENSG00000256756,1,2,0,0,0,0,0,0
ENSG00000256757,0,0,1,1,0,0,0,1
ENSG00000256762,0,0,1,0,0,0,2,4
ENSG00000256769,0,0,0,0,0,0,0,0
ENSG00000256771,20,81,2104,2155,30,45,2099,1919
ENSG00000256774,0,0,0,0,0,0,0,0
ENSG00000256777,0,0,0,0,0,0,0,0
ENSG00000256779,0,0,0,0,0,0,0,0
ENSG00000256783,0,0,0,0,0,0,1,0
ENSG00000256789,1,3,1,3,3,4,6,0
ENSG00000256797,0,0,1,0,0,0,0,0
ENSG00000256799,1,2,0,0,3,1,1,1
ENSG00000256802,11,15,0,1,11,13,0,0
ENSG00000256803,0,1,1,2,0,0,0,0
ENSG00000256804,0,0,0,0,0,0,0,0
ENSG00000256806,9,54,161,222,15,22,239,202
ENSG00000256810,0,0,2,7,0,0,2,5
ENSG00000256811,0,2,10,6,1,2,16,3
ENSG00000256812,1,3,2,0,2,3,3,0
ENSG00000256813,0,0,0,0,0,0,0,0
ENSG00000256814,0,0,0,0,0,0,0,0
ENSG00000256817,0,0,0,0,0,0,0,0
ENSG00000256824,0,0,1,3,1,0,1,0
ENSG00000256825,0,0,0,0,0,0,0,0
ENSG00000256826,1,2,2,0,1,1,0,0
ENSG00000256827,0,0,0,0,1,0,0,0
ENSG00000256835,0,0,0,0,0,0,0,0
ENSG00000256837,0,0,0,0,0,0,0,0
ENSG00000256843,0,3,5,2,0,2,1,8
ENSG00000256844,0,0,0,0,0,0,0,0
ENSG00000256847,0,0,0,0,0,0,0,0
ENSG00000256849,17,14,170,139,6,35,183,129
ENSG00000256851,0,0,0,0,0,0,0,0
ENSG00000256852,0,0,2,0,0,2,0,1
ENSG00000256861,0,0,0,0,0,0,0,0
ENSG00000256862,1,2,2,2,4,4,2,0
ENSG00000256870,0,0,0,0,0,0,3,0
ENSG00000256875,0,0,0,0,0,0,2,0
ENSG00000256879,0,0,0,0,0,0,0,0
ENSG00000256884,0,0,0,0,0,0,1,2
ENSG00000256888,0,0,1,0,0,0,0,0
ENSG00000256894,53,112,23,28,44,142,9,31
ENSG00000256896,0,0,0,0,0,0,0,0
ENSG00000256897,1,3,8,6,2,3,4,0
ENSG00000256898,0,0,0,0,0,0,0,0
ENSG00000256902,0,0,0,1,0,0,0,1
ENSG00000256904,0,0,0,0,0,0,0,0
ENSG00000256906,0,0,1,1,0,0,3,4
ENSG00000256912,0,0,0,0,0,0,0,0
ENSG00000256913,0,0,4,9,0,2,16,18
ENSG00000256915,0,3,0,0,3,2,0,0
ENSG00000256916,0,0,0,0,0,0,0,0
ENSG00000256917,0,0,0,0,0,0,0,0
ENSG00000256925,0,0,0,0,0,0,0,0
ENSG00000256928,0,0,0,0,0,0,0,0
ENSG00000256937,0,0,0,0,0,0,0,0
ENSG00000256940,9,24,12,8,10,22,8,29
ENSG00000256943,7,27,25,34,8,9,27,45
ENSG00000256944,0,0,2,4,0,1,5,0
ENSG00000256947,0,0,4,8,0,0,4,0
ENSG00000256948,0,0,1,1,0,0,1,0
ENSG00000256950,1,2,0,0,1,3,1,0
ENSG00000256951,0,0,0,0,0,0,0,0
ENSG00000256955,0,0,0,0,0,0,0,0
ENSG00000256963,0,0,0,0,0,0,0,0
ENSG00000256966,0,0,0,0,0,0,0,0
ENSG00000256967,4,5,76,104,2,9,79,28
ENSG00000256968,3,7,29,28,0,5,29,14
ENSG00000256969,0,0,0,0,2,1,0,0
ENSG00000256971,1,0,2,4,0,2,2,1
ENSG00000256972,8,1,0,0,0,15,0,0
ENSG00000256973,1,6,25,6,3,0,12,11
ENSG00000256975,0,0,0,1,0,0,0,1
ENSG00000256977,0,0,0,1,0,0,1,0
ENSG00000256980,1,1,0,0,0,7,1,0
ENSG00000256981,4,14,2,5,3,16,1,7
ENSG00000256982,4,16,4,5,4,13,14,0
ENSG00000256984,0,0,2,1,0,0,0,0
ENSG00000256986,0,0,0,0,0,0,0,0
ENSG00000256987,0,1,0,0,1,0,1,0
ENSG00000256988,0,1,1,0,0,0,0,0
ENSG00000256994,0,1,0,0,0,0,0,3
ENSG00000256995,1,1,0,0,1,2,0,0
ENSG00000257000,0,0,0,0,0,0,0,0
ENSG00000257002,0,1,12,27,0,0,33,33
ENSG00000257004,0,0,0,5,0,0,1,0
ENSG00000257005,0,0,0,0,0,1,0,0
ENSG00000257008,0,1,0,0,1,0,1,2
ENSG00000257009,0,0,0,0,0,1,0,0
ENSG00000257012,0,0,0,0,0,0,0,0
ENSG00000257016,0,0,0,0,0,0,0,0
ENSG00000257017,0,0,1,4,1,1,2,0
ENSG00000257021,0,0,0,0,0,0,0,0
ENSG00000257022,0,0,0,0,0,0,0,0
ENSG00000257023,0,1,8,2,2,0,2,1
ENSG00000257025,0,0,0,0,0,0,0,0
ENSG00000257027,21,54,50,53,20,57,52,65
ENSG00000257035,0,0,0,0,0,0,0,0
ENSG00000257037,0,1,0,0,0,0,0,0
ENSG00000257038,2,5,1,0,1,2,1,0
ENSG00000257042,19,41,0,0,19,62,2,2
ENSG00000257043,4,5,3,0,3,3,3,0
ENSG00000257045,0,1,0,0,0,2,0,0
ENSG00000257046,0,1,0,0,0,0,0,0
ENSG00000257048,0,0,1,0,0,0,0,1
ENSG00000257052,4,12,31,41,5,12,30,31
ENSG00000257056,0,0,0,0,0,0,0,0
ENSG00000257057,0,0,3,0,0,0,1,0
ENSG00000257058,12,17,0,1,5,14,3,0
ENSG00000257060,0,2,4,0,0,3,1,0
ENSG00000257062,0,0,0,0,0,0,0,0
ENSG00000257065,0,0,0,0,1,0,0,0
ENSG00000257067,4,13,0,0,3,10,0,0
ENSG00000257069,0,0,0,0,1,0,0,0
ENSG00000257070,1,2,2,2,3,0,2,0
ENSG00000257074,1,0,1,0,0,1,8,5
ENSG00000257075,0,0,0,0,0,0,0,0
ENSG00000257078,0,0,0,0,0,0,1,0
ENSG00000257083,3,8,0,1,2,7,0,0
ENSG00000257084,0,0,208,211,2,1,416,226
ENSG00000257086,7,11,21,31,7,9,15,186
ENSG00000257087,0,0,0,0,0,0,0,0
ENSG00000257093,443,1026,4215,4230,415,1474,4584,3565
ENSG00000257094,0,2,0,0,0,1,0,0
ENSG00000257095,0,0,0,0,0,0,0,0
ENSG00000257096,0,0,0,0,0,0,0,0
ENSG00000257097,6,15,1,2,3,19,0,0
ENSG00000257101,0,0,0,2,0,0,0,0
ENSG00000257103,754,1936,9700,14649,722,2281,10862,13683
ENSG00000257105,0,1,0,1,0,1,0,0
ENSG00000257108,2,0,19,46,0,0,23,51
ENSG00000257109,0,0,0,0,0,0,0,0
ENSG00000257113,0,0,0,0,0,0,0,0
ENSG00000257114,0,0,0,0,0,0,0,0
ENSG00000257115,0,0,0,0,0,0,0,0
ENSG00000257119,0,0,0,0,0,1,0,0
ENSG00000257120,0,1,0,1,0,0,0,0
ENSG00000257121,0,0,0,0,0,1,0,0
ENSG00000257122,0,0,0,0,0,0,0,0
ENSG00000257124,0,0,0,0,0,0,0,0
ENSG00000257125,0,0,0,0,0,1,0,0
ENSG00000257126,0,0,0,0,0,0,0,0
ENSG00000257127,0,0,0,0,0,0,0,2
ENSG00000257128,0,0,0,0,0,0,0,0
ENSG00000257129,0,0,0,0,0,0,0,0
ENSG00000257135,13,51,424,299,15,36,414,265
ENSG00000257137,0,0,0,3,0,1,3,0
ENSG00000257138,0,0,0,3,0,0,1,1
ENSG00000257139,0,0,0,0,0,0,0,0
ENSG00000257142,0,0,0,0,0,0,0,0
ENSG00000257146,0,0,0,0,0,0,0,0
ENSG00000257150,0,0,0,0,0,0,0,0
ENSG00000257155,1,0,0,0,0,0,0,0
ENSG00000257157,0,0,0,0,0,0,0,0
ENSG00000257159,0,1,4,3,0,0,0,2
ENSG00000257162,0,0,0,0,0,0,0,0
ENSG00000257165,0,1,0,0,0,0,0,0
ENSG00000257167,32,85,266,221,32,59,303,295
ENSG00000257169,1,0,0,0,2,1,0,0
ENSG00000257171,0,0,0,0,0,0,0,0
ENSG00000257173,0,0,0,0,0,0,0,1
ENSG00000257175,30,74,255,198,27,86,272,228
ENSG00000257176,14,37,44,39,20,47,59,31
ENSG00000257178,8,39,0,0,12,14,0,1
ENSG00000257179,0,0,2,2,0,1,3,2
ENSG00000257180,0,0,0,0,0,1,0,0
ENSG00000257181,0,0,0,0,0,0,0,0
ENSG00000257184,0,0,0,0,0,0,0,0
ENSG00000257185,14,38,3,3,6,25,3,1
ENSG00000257191,1,1,4,0,0,7,1,0
ENSG00000257193,0,0,0,0,0,0,0,0
ENSG00000257195,2,2,9,7,1,7,5,6
ENSG00000257198,0,0,0,0,0,0,0,0
ENSG00000257199,0,0,1,0,0,0,3,0
ENSG00000257202,1,1,0,3,3,1,0,0
ENSG00000257207,0,0,0,0,0,0,0,0
ENSG00000257210,0,0,0,0,0,0,0,0
ENSG00000257218,176,711,1181,1114,275,480,1492,1588
ENSG00000257219,3,4,1,2,1,4,6,2
ENSG00000257220,1,2,1,0,2,3,0,0
ENSG00000257221,12,38,12,15,11,31,12,1
ENSG00000257222,1,2,8,13,0,4,7,0
ENSG00000257224,0,0,0,0,0,0,0,0
ENSG00000257225,8,8,0,4,1,7,1,0
ENSG00000257228,0,0,0,0,0,0,0,0
ENSG00000257230,0,0,0,0,0,0,0,0
ENSG00000257231,0,1,0,0,1,0,0,0
